id,Year,Title,Abstract,include_stage4,reason_stage4,publication_type,confidence_stage4
J5367,2024,Remotely Delivered Video Interaction Guidance for Families of Children With an Intellectual Disability Referred to Specialist Mental Health Services: Protocol for a Feasibility Randomized Controlled Trial,"<b>BACKGROUND</b>: Children with an intellectual disability (ID) are 3-4 times more likely to present with behaviors that challenge and mental health problems than typically developing children. Parenting and the quality of parent-child relationships are risk factors for these families. The COVID-19 pandemic further exacerbated difficulties, leading to an increase in child mental health problems and behaviors that challenge, a deterioration in parental mental health, and further strain on family relationships. Remote family interventions could be an effective solution for both families and specialist mental health services. Video interaction guidance (VIG) has shown promise for improving child mental health. However, it is unclear whether it is widely acceptable to families and feasible to implement across specialist child mental health services.
<b>OBJECTIVE</b>: This randomized controlled trial aims to evaluate the feasibility of delivering VIG as a remote intervention for parents of children aged 6-12 years with ID who have been referred to specialist mental health services.
<b>METHODS</b>: The study will be undertaken across 5-7 National Health Service specialist mental health services in England, involving 50 participants randomly allocated on a 1:1 basis to either the intervention group (receiving remote VIG) or the treatment-as-usual (TAU) group. The intervention group will engage in 3-5 cycles of VIG delivered remotely over 12 weeks. The primary feasibility outcomes include the recruitment rate, retention at 6-month follow-up, and VIG cycle completion rate. The secondary outcomes will assess the acceptability of VIG and the feasibility of remote implementation, including fidelity to the intervention protocol. Data will be gathered through online surveys and telephone interviews at baseline, 3 months, and 6 months. Feasibility outcomes will be summarized using descriptive statistics, while thematic analysis will be applied to qualitative data from semistructured interviews with participants, VIG practitioners, and service managers. An embedded process evaluation will explore barriers and facilitators to engagement with VIG, and a parallel health economics evaluation will assess the feasibility of capturing service use data and intervention costs.
<b>RESULTS</b>: The trial was open to recruitment between December 2022 and March 2024. The first results should be available in 2025.
<b>CONCLUSIONS</b>: The study is the first randomized evaluation of VIG as offered to parents of children with ID who have been referred to specialist mental health settings. The outcomes from this feasibility trial will inform the decision to proceed with a definitive trial, using a traffic light system to evaluate recruitment, retention, and VIG completion rates alongside qualitative insights and economic evaluations.
<b>TRIAL REGISTRATION</b>: ISRCTN Registry ISRCTN13171328; http://www.isrctn.com/ISRCTN13171328.
<b>INTERNATIONAL REGISTERED REPORT IDENTIFIER (IRRID)</b>: DERR1-10.2196/54619.",FALSE,Study protocol identified in title and abstract,Protocol,1
J876,2019,A feasibility study of an intervention for structured preparation before detoxification in alcohol dependence: The SPADe trial protocol,"Background: Alcohol-related harm is currently estimated to cost the National Health Service (NHS) in England 3.5 bn a year. Of the estimated 1.6 million people with some degree of alcohol dependence, some 600,000 are believed to be moderately or severely dependent and may benefit from intensive treatment. Outcomes from medically assisted withdrawal, also referred to as detoxification, are often poor, with poor engagement in relapse prevention interventions and subsequent high relapse rates. Detoxification is costly both financially and to the individual. It has been found that people who experience multiple detoxifications show more emotional and cognitive impairments. These changes may confer upon them the inability to resolve conflict and increased sensitivity to stress thus contributing to increased vulnerability risk of relapse. The study aims to test the feasibility of using a group intervention aiming to prepare participants for long-term abstinence before, rather than after, they have medically assisted detoxification. The current study will establish key parameters that influence trial design such as recruitment, compliance with the intervention, retention, and sensitivity of alternative outcome measures, in preparation for a future randomised controlled trial (RCT). This paper presents the protocol of the feasibility study. Method(s): The study corresponds to phase 2 of the Medical Research Council (MRC) complex interventions guidelines which cover the development and feasibility testing of an intervention. The work is in three stages. The development, adaptation and implementation of the Structured Preparation before Alcohol Detoxification (SPADe) intervention (stage 1), a randomised feasibility study with economic evaluation (stage 2) and a qualitative study (stage 3). Fifty participants will be recruited from two community alcohol treatment services in England. Participants will be randomised in two arms: the treatment as usual arm (TAU), which includes planned medically assisted detoxification and aftercare and the intervention arm in which participants will receive structured group preparation before detoxification in addition to TAU. The main outcomes are duration of continuous abstinence with no incidents of lapse or relapse, percentage of days abstinent and time to relapse. Discussion(s): The socioeconomic harms associated with alcohol have been well-documented, yet existing treatment options have not been able to reduce high relapse rates. This study will build on existing naturalistic studies underpinned by psychological interventions offered early and before detoxification from alcohol, which aim to reverse automatised habitual behaviours and thus may help us to understand how better to support people to remain abstinent and improve post detoxification outcomes. Trial registration: ISRCTN, 14621127; Registered on 22 Feb 2017. Copyright ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© The Author(s). 2019.",FALSE,Study protocol identified in title and abstract,Protocol,1
J2692,2021,Protocol for a multi-site pilot and feasibility randomised controlled trial: Surgery versus PhysiothErapist-leD exercise for traumatic tears of the rotator cuff (the SPeEDy study),"Background: Clinically, a distinction is made between types of rotator cuff tear, traumatic and non-traumatic, and this sub-classification currently informs the treatment pathway. It is currently recommended that patients with traumatic rotator cuff tears are fast tracked for surgical opinion. However, there is uncertainty about the most clinically and cost-effective intervention for patients with traumatic rotator cuff tears and further research is required. SPeEDy will assess the feasibility of a fully powered, multi-centre randomised controlled trial (RCT) to test the hypothesis that, compared to surgical repair (and usual post-operative rehabilitation), a programme of physiotherapist-led exercise is not clinically inferior, but is more cost-effective for patients with traumatic rotator cuff tears. Method(s): SPeEDy is a two-arm, multi-centre pilot and feasibility RCT with integrated Quintet Recruitment Intervention (QRI) and further qualitative investigation of patient experience. A total of 76 patients with traumatic rotator cuff tears will be recruited from approximately eight UK NHS hospitals and randomly allocated to either surgical repair and usual post-operative rehabilitation or a programme of physiotherapist-led exercise. The QRI is a mixed-methods approach that includes data collection and analysis of screening logs, audio recordings of recruitment consultations, interviews with patients and clinicians involved in recruitment, and review of study documentation as a basis for developing action plans to address identified difficulties whilst recruitment to the RCT is underway. A further sample of patient participants will be purposively sampled from both intervention groups and interviewed to explore reasons for initial participation, treatment acceptability, reasons for non-completion of treatment, where relevant, and any reasons for treatment crossover. Discussion(s): Research to date suggests that there is uncertainty regarding the most clinically and cost-effective interventions for patients with traumatic rotator cuff tears. There is a clear need for a high-quality, fully powered, RCT to better inform clinical practice. Prior to this, we first need to undertake a pilot and feasibility RCT to address current uncertainties about recruitment, retention and number of and reasons for treatment crossover. Trial registration: ClinicalTrials.gov (NCT04027205) - Registered on 19 July 2019. Available via. Copyright ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2021, The Author(s).",FALSE,Study protocol identified in title and abstract,Protocol,1
J930,2019,Protocol for a multi-centre pilot and feasibility randomised controlled trial with a nested qualitative study: rehabilitation following rotator cuff repair (the RaCeR study),"<b>BACKGROUND</b>: Shoulder pain is a highly prevalent complaint and disorders of the rotator cuff, including tears, are thought to be the most common cause. The number of operations repair the torn rotator cuff has risen significantly in recent years. While surgical techniques have progressed, becoming less invasive and more secure, rehabilitation programmes have remained largely like those initially developed when surgical techniques were less advanced and more invasive. Uncertainty remains in relation to the length of post-surgical immobilisation and the amount of early load permitted at the repair site. In the context of this uncertainty, current practice is to follow a generally cautious approach, including long periods of immobilisation in a sling and avoidance of early active rehabilitation. Systematic review evidence suggests early mobilisation might be beneficial but further high-quality studies are required to evaluate this.
<b>METHODS/DESIGN</b>: RaCeR is a two-arm, multi-centre pilot and feasibility randomised controlled trial with nested qualitative interviews. A total of 76 patients with non-traumatic rotator cuff tears who are scheduled to have a surgical repair will be recruited from up to five UK NHS hospitals and randomly allocated to either early patient-directed rehabilitation or standard rehabilitation that incorporates sling immobilisation. RaCeR will assess the feasibility of a future, substantive, multi-centre randomised controlled trial to test the hypothesis that, compared to standard rehabilitation incorporating sling immobilisation, early patient-directed rehabilitation is both more clinically effective and more cost-effective. In addition, a sample of patients and clinicians will be interviewed to understand the acceptability of the interventions and the barriers and enablers to adherence to the interventions.
<b>DISCUSSION</b>: Research to date suggests that there is the possibility of reducing the patient burden associated with post-operative immobilisation following surgery to repair the torn rotator cuff and improve clinical outcomes. There is a clear need for a high-quality, adequately powered, randomised trial to better inform clinical practice. Prior to a large-scale trial, we first need to undertake a pilot and feasibility trial to address current uncertainties about recruitment, retention and barriers to adherence to the interventions, particularly in relation to whether patients will be willing to begin moving their arm early after their operation.
<b>TRIAL REGISTRATION</b>: ISRCTN Registry, 18357968 . Registered on 10 August 2018.",FALSE,Study protocol identified in title and abstract,Protocol,1
J2055,2020,"A multicentre, randomised controlled trial to compare the clinical and cost-effectiveness of Lee Silverman Voice Treatment versus standard NHS Speech and Language Therapy versus control in Parkinson's disease: A study protocol for a randomised controlled trial","Background: Parkinson's disease (PD) affects approximately 145,519 people in the UK. Speech impairments are common with a reported prevalence of 68%, which increase physical and mental demands during conversation, reliance on family and/or carers, and the likelihood of social withdrawal reducing quality of life. In the UK, two approaches to Speech and Language Therapy (SLT) intervention are commonly available: National Health Service (NHS) SLT or Lee Silverman Voice Treatment (LSVT LOUD). NHS SLT is tailored to the individuals' needs per local practice typically consisting of six to eight weekly sessions; LSVT LOUD comprises 16 sessions of individual treatment with home-based practice over 4 weeks. The evidence-base for their effectiveness is inconclusive. Methods/design: PD COMM is a phase III, multicentre, three-arm, unblinded, randomised controlled trial. Five hundred and forty-six people with idiopathic PD, reporting speech or voice problems will be enrolled. We will exclude those with a diagnosis of dementia, laryngeal pathology or those who have received SLT for speech problems in the previous 2 years. Following informed consent and completion of baseline assessments, participants will be randomised in a 1:1:1 ratio to no-intervention control, NHS SLT or LSVT LOUD via a central computer-generated programme, using a minimisation procedure with a random element, to ensure allocation concealment. Participants randomised to the intervention groups will start treatment within 4 (NHS SLT) or 7 (LSVT LOUD) weeks of randomisation. Primary Outcome: Voice Handicap Index (VHI) total score at 3 months. Secondary outcomes include: VHI subscales, Parkinson's Disease Questionnaire-39; Questionnaire on Acquired Speech Disorders; EuroQol-5D-5 L; ICECAP-O; resource utilisation; adverse events and carer quality of life. Mixed-methods process and health economic evaluations will take place alongside the trial. Assessments will be completed before randomisation and at 3, 6 and 12 months after randomisation. The trial started in December 2015 and will run for 77 months. Recruitment will take place in approximately 42 sites around the UK. Discussion(s): The trial will test the hypothesis that SLT is effective for the treatment of speech or voice problems in people with PD compared to no SLT. It will further test whether NHS SLT or LSVT LOUD provide greater benefit and determine the cost-effectiveness of both interventions. Trial registration: International Standard Randomised Controlled Trials Number (ISRCTN) Registry, ID: 12421382. Registered on 18 April 2016. Copyright ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2020 The Author(s).",FALSE,Study protocol identified in title and abstract,Protocol,1
J1015,2019,"Healthy parent carers programme: Feasibility randomised controlled trial of a peer-led, groupbased intervention to improve the health and wellbeing of parent carers of disabled children","Background and Objective(s): Parent carers of disabled children are at increased risk of mental and physical health problems. The Healthy Parent Carers programme is a peer-led, groupbased intervention that encourages behaviours associated with health and wellbeing. The study aims to assess feasibility of delivering the programme in the community and the feasibility of evaluating effectiveness in a trial. Study Design: Feasibility parallel group randomised controlled trial. Study Participants and Settings: Parents of children with special educational needs and disabilities in UK. Material(s) and Method(s): Parents of children with special educational needs and disabilities are individually randomised, stratified by site, to take part in a group programme (intervention) or access online materials (control). Participants are assessed before randomisation (baseline), at 15 and 40 weeks after randomisation. Measures include mental health, wellbeing, health-related quality of life, health behaviours, patient activation, resilience, social connections, support, use of health care, social care and societal resources. Result(s): Six geographically diverse community-based sites were established successfully in collaboration with local parent carer forums, a county-wide adult learning service, children's hospice, and two special schools. Experienced lead facilitators were recruited through the Council for Disabled Children, and a local assistant facilitator for each group were recruited through local networks. Facilitators have been trained in delivering the intervention programme. Results being presented include recruitment, retention, and fidelity of intervention delivery. Conclusions or Significance: This study will assess whether programme delivery and evaluation are feasible, and will inform design of a definitive randomised controlled trial to test effectiveness and cost-effectiveness.",FALSE,Study protocol identified in abstract,Protocol,1
J4548,2023,Cessation of smoking trial in the emergency department (CoSTED): Protocol for a multicentre randomised controlled trial,"Introduction Attendees of emergency departments (EDs) have a higher than expected prevalence of smoking. ED attendance may be a good opportunity to prompt positive behaviour change, even for smokers not currently motivated to quit. This study aims to determine whether an opportunist smoking cessation intervention delivered in the ED can help daily smokers attending the ED quit smoking and is cost-effective. Methods and analysis A two-arm pragmatic, multicentred, parallel-group, individually randomised, controlled superiority trial with an internal pilot, economic evaluation and mixed methods process evaluation. The trial will compare ED-based brief smoking cessation advice, including provision of an e-cigarette and referral to local stop smoking services (intervention) with the provision of contact details for local stop smoking services (control). Target sample size is 972, recruiting across 6 National Health Service EDs in England and Scotland. Outcomes will be collected at 1, 3 and 6 months. The primary outcome at 6 months is carbon monoxide verified continuous smoking abstinence. Ethics and dissemination The trial was approved by the South Central-Oxford B Research Committee (21/SC/0288). Dissemination will include the publication of outcomes, and the process and economic evaluations in peer-reviewed journals. The findings will also be appropriately disseminated to relevant practice, policy and patient representative groups. Trial registration number NCT04854616; protocol V.4.2. Copyright ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© Author(s) (or their employer(s)) 2023. Re-use permitted under CC BY. Published by BMJ.",FALSE,Study protocol identified in title and abstract,Protocol,1
J2340,2021,Protocol for the Weight-bearing in Ankle Fractures (WAX) trial: a multicentre prospective non-inferiority trial of early versus delayed weight-bearing after operatively managed ankle fracture,"Background: Unstable ankle fractures represent a substantial burden of disease, accounting for a mean hospital stay of nine days, a mean cost of 4,491 per patient and 20,000 operations per year. There is variation in UK practice around weight-bearing instructions after operatively managed ankle fracture. Early weight-bearing may reduce reliance on health services, time off work, and improve functional outcomes. However, concerns remain about the potential for complications such as implant failure. This is the protocol of a multicentre randomised non-inferiority clinical trial of weight-bearing following operatively treated ankle fracture. Method(s): Adults aged 18 years and over who have been managed operatively for ankle fracture will be assessed for eligibility. Baseline function (Olerud and Molander Ankle Score [OMAS]), health-related quality of life (EQ-5D-5L), and complications will be collected after informed consent has been obtained. A randomisation sequence has been prepared by a trial statistician to allow for 1:1 allocation to receive either instruction to weight-bear as pain allows from the point of randomisation, two weeks after the time of surgery ('early weight-bearing' group) or to not weight-bear for a further four weeks ('delayed weight -bearing' group). All other treatment will be as per the guidance of the treating clinician. Participants will be asked about their weight-bearing status weekly until four weeks post-randomisation. At four weeks post-randomisation complications will be collected. At six weeks, four months, and 12 months post-randomisation, the OMAS, EQ-5D-5L, complications, physiotherapy input, and resource use will be collected. The primary outcome measure is ankle function (OMAS) at four months post-randomisation. A minimum of 436 participants will be recruited to obtain 80% power to detect a non-inferiority margin of -6 points on the OMAS 4 months post-randomisation. A within-trial health economic evaluation will be conducted to estimate the cost-effectiveness of the treatment options. Discussion(s): The results of this study will inform national guidance with regards to the most clinically and cost-effective strategy for weight-bearing after surgery for unstable ankle fractures. Trial registration: ISRCTN12883981, Registered 02 December 2019. Copyright ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2021, The Author(s).",FALSE,Study protocol identified in title and abstract,Protocol,1
J4570,2023,"A comparison of the Netherlands, Norway and UK Familial Hypercholesterolemia screening programmes with implications for target setting and the UK's NHS Long Term Plan","We sought to determine the most efficacious and cost-effective strategy to follow when developing a national screening programme by comparing and contrasting the national screening programmes of Norway, the Netherlands and the UK. Comparing the detection rates and screening profiles between the Netherlands, Norway, the UK and constituent nations (England, Northern Ireland, Scotland and Wales) it is clear that maximising the number of relatives screened per index case leads to identification of the greatest proportion of an FH population. The UK has stated targets to detect 25% of the population of England with FH across the 5 years to 2024 with the NHS Long Term Plan. However, this is grossly unrealistic and, based on pre-pandemic rates, will only be reached in the year 2096. We also modelled the efficacy and cost-effectiveness of two screening strategies: 1) Universal screening of 1-2-year-olds, 2) electronic healthcare record screening, in both cases coupled to reverse cascade screening. We found that index case detection from electronic healthcare records was 56% more efficacious than universal screening and, depending on the cascade screening rate of success, 36%-43% more cost-effective per FH case detected. The UK is currently trialling universal screening of 1-2-year-olds to contribute to national FH detection targets. Our modelling suggests that this is not the most efficacious or cost-effective strategy to follow. For countries looking to develop national FH programmes, screening of electronic healthcare records, coupled to successful cascade screening to blood relatives is likely to be a preferable strategy to follow. Copyright The copyright holder for this preprint is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. It is made available under a CC-BY-ND 4.0 International license.",FALSE,"Published as a preprint on medRxiv, not peer-reviewed",Peer-reviewed,0.9
J5569,2024,"Evaluating video and hybrid group consultations in general practice: mixed-methods, participatory study protocol (TOGETHER 2)","<b>Background</b>: General practice is facing an unprecedented challenge in managing the consequences of the pandemic. In the midst of a policy drive to balance remote and in-person service provision, substantial workload pressures remain, together with increasing prevalence of long-term conditions, and declining staff numbers and morale. To address these challenges, some practices in the UK have been delivering video and hybrid group consultations (VHGCs) providing clinical care to multiple patients at the same time. Despite positive initial findings and enthusiasm, there are still gaps in our understanding of the influence VHGCs have on patient experience, healthcare utilisation, quality, safety, equity and affordability.
<b>Objectives</b>: To generate an in-depth understanding of VHGCs for chronic conditions in general practice, surface assumptions and sociotechnical dynamics, inform practice and extend theorisation.
<b>Methods</b>: Mixed-methods, multi-site research study using co-design and participatory methods, from qualitative, quantitative and cost-related perspectives. WP1 includes a national, cross-sectional survey on VHGC provision across the UK. In WP2 we will engage patients and general practice staff in co-design workshops to develop VHGC models with emphasis on digital inclusion and equity. In WP3 we will carry out a mixed-methods process evaluation in up to 10 GP practices across England (5 sites already running VHGCs and 5 comparison sites). Qualitative methods will include interviews, focus groups and ethnographic observation to examine the experiences of patients, carers, clinical and non-clinical NHS staff, commissioners and policy-makers. Quantitative methods will examine the impact of VHGCs on healthcare utilisation in primary and secondary care, patient satisfaction, engagement and activation. We will also assess value for money of group and individual care models from a health economics perspective.
<b>Conclusions</b>: We aim to develop transferable learning on sociotechnical change in healthcare delivery, using VHGCs as an exemplar of technology-supported innovation. Findings will also inform the design of a future study.",FALSE,Study protocol identified in title and abstract,Protocol,1
J1089,2019,Clarithromycin and endoscopic sinus surgery for adults with chronic rhinosinusitis with and without nasal polyps: study protocol for the MACRO randomised controlled trial,"<b>BACKGROUND</b>: Chronic rhinosinusitis (CRS) is a common source of ill health; 11% of UK adults reported CRS symptoms in a worldwide population study. Guidelines are conflicting regarding whether antibiotics should be included in primary medical management, reflecting the lack of evidence in systematic reviews. Insufficient evidence to inform the role of surgery contributes to a fivefold variation in UK intervention rates. The objective of this trial is to establish the comparative effectiveness of endoscopic sinus surgery (ESS) or a prolonged course of antibiotics (clarithromycin) in adult patients with CRS in terms of symptomatic improvement and costs to the National Health Service compared with standard medical care (intranasal medication) at 6 months.
<b>METHODS/DESIGN</b>: A three-arm parallel-group trial will be conducted with patients who remain symptomatic after receiving appropriate medical therapy (either in primary or secondary care). They will be randomised to receive: (1) intranasal medication plus ESS, (2) intranasal medication plus clarithromycin (250 mg) or (3) intranasal medication plus a placebo. Intranasal medication (current standard medical care) is defined as a spray or drops of intranasal corticosteroids and saline irrigations. The primary outcome measure is the SNOT-22 questionnaire, which assesses disease-specific health-related quality of life. The study sample size is 600. Principal analyses will be according to the randomised groups irrespective of compliance. The trial will be conducted in at least 16 secondary or tertiary care centres with an internal pilot at six sites for 6 months.
<b>DISCUSSION</b>: The potential cardiovascular side effects of macrolide antibiotics have been recently highlighted. The effectiveness of antibiotics will be established through this trial, which may help to reduce unnecessary usage and potential morbidity. If ESS is shown to be clinically effective and cost-effective, the trial may encourage earlier intervention. In contrast, if it is shown to be ineffective, then there should be a significant reduction in surgery rates. The trial results will feed into the other components of the MACRO research programme to establish best practice for the management of adults with CRS and design the ideal patient pathway across primary and secondary care.
<b>TRIAL REGISTRATION</b>: ISRCTN36962030 . Registered on 17 October 2018.",FALSE,Study protocol identified in title and abstract,Protocol,1
J2011,2020,Achieving a consensus in radiofrequency lesioning of the lower lumbar spine,"Background RADICAL is an NIHR-funded 20-centre, double-blind, parallel group, superiority randomised controlled trial (RCT) of radiofrequency versus sham with internal pilot, qualitative research and cost-effectiveness analysis. A recent large scale RCT, the MinT study, was severely criticised for entry criteria, techniques, data analyses and conclusions. Subsequently, a consensus on the technique was reached amongst experts in the United Kingdom (Eldabe et al 2019). Detailed guidance on all aspects of the technique from the worldwide clinical community was agreed (Cohen 2019). National guidance is available on the journey to radiofrequency through the National Back Pain Pathway (NHS England 2017). However, guidance on the technique has not been tested amongst the wider clinical community and the Back Pain Pathway has not been fully implemented. For RADICAL we wished to ensure clear consensus on entry criteria, the patient journey to radiofrequency and technique amongst the wider clinical community participating in the trial. Aims We aimed to agree the following among potential principal investigators at RADICAL sites: * Best practice clinical pathway to radiofrequency in the National Health Service given current service constraints * The threshold for a positive response to a diagnostic block * Details of best practice in radiofrequency technique Methods Articles by Eldabe, Cohen and a copy of the National Back Pain Pathway were emailed to potential principal investigators (participants) for seventeen sites that had expressed interest in participating in the RADICAL trial and the two lay members of the trial team. Participants were also asked to complete a SurveyMonkey questionnaire to determine their level of agreement with each piece of guidance. A half-day consensus meeting was then held with ten participants and the two lay members using a process to agree standardisation of surgical techniques (Blencowe et al 2016). Each step in each of the guidance documents was listed and participants agreed whether a step was mandatory, prohibited or optional. Participants also reviewed data shared by the MinT trial team and formulated a threshold for a positive response to a diagnostic block for the purposes of the RADICAL trial. The meeting was taped and minutes transcribed. Results Thirteen people responded to the survey. About half had issues with Eldabe's guidance in relation to stimulation and thresholds for diagnostic block. There was far greater disagreement with Cohen's guidance, especially around cut offs and degree of stimulation. There were four areas of disagreement with the National Back Pain Pathway related to the presence of sacroiliac joint pain, use of steroid and outcome measures. All agreed images should be saved and reviewed for accuracy of needle placement, which was not performed in the MinT trial. Ten areas were felt to be mandatory from Eldabe's document with three optional. Cohen's was not reviewed due to the high level of disagreement. There were seven mandatory steps from the National Back Pain Pathway with three optional. There were no prohibited steps in any document. A threshold for a positive response from a diagnostic block was agreed at 60% pain relief. Conclusion When guidance documents were tested in the wider clinical community there was general agreement about the content of the UK guidance on technique and the National Low Back Pain Pathway. However, there was considerable disagreement with international guidance. When evaluating complex interventions, such as radiofrequency, it is important to test for agreement on the clinical protocol to maximise engagement with research processes and ensure the intervention can be replicated either in a future trial or usual practice (Boutron 2017). We will use these outcomes to develop a detailed protocol for the RADICAL trial, commencing patient recruitment in July 2020.",FALSE,Study protocol for the RADICAL trial,Protocol,1
J3282,2022,Primary care micro-teams: A protocol for an international systematic review to describe and examine the opportunities and challenges of implementation for patients and healthcare professionals,"Introduction There has been a recent trend towards creating larger primary care practices with the assumption that interdisciplinary teams can deliver improved and more cost-effective services to patients with better accessibility. Micro-teams have been proposed to mitigate some of the potential challenges with practice expansion, including continuity of care. We aim to review the available literature to improve understanding of how micro-teams are described and the opportunities which primary care micro-teams can provide for practice staff and patients and limitations to their introduction and implementation. Our review asks: how is micro-team implementation described? What are the experiences of healthcare professionals and patients concerning micro-teams in primary care? What are the reported implications of micro-teams for patient care? Methods and analysis CINAHL, Cochrane Library, Embase, MEDLINE and Scopus will be searched for studies in English. Grey literature will be sourced from Google Scholar, government websites, CCG websites, general practice directives and strategies with advice from stakeholders. Included studies will give evidence regarding the implementation of micro-teams. Data will be synthesised using framework analysis. We will use iterative stakeholder and public and patient participation to embed the perspectives of those whom micro-teams could impact. Included studies will be quality assessed using the Mixed Methods Appraisal Tool. The quality assessment will not be used to exclude any evidence but rather to develop a narrative discussion evaluating included literature. Ethics and dissemination Ethical approval will not be necessary for this systematic review as there will only be a secondary analysis of data already available in scientific databases and the grey literature. This protocol has been submitted for registration to be made available on a review database (PROSPERO). Findings will be disseminated widely through peer-reviewed publication and in various media, for example, conferences, congresses or symposia. PROSPERO registration number CRD42021225367. Copyright ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© Author(s) (or their employer(s)) 2022.",FALSE,Study protocol identified in title and abstract,Protocol,1
J5628,2024,Rationale and design of the early valve replacement in severe asymptomatic aortic stenosis trial,"Background: Aortic valve replacement in asymptomatic severe aortic stenosis is controversial. The Early valve replacement in severe ASYmptomatic Aortic Stenosis (EASY-AS) trial aims to determine whether early aortic valve replacement improves clinical outcomes, quality of life and cost-effectiveness compared to a guideline recommended strategy of 'watchful waiting'. Method(s): In a pragmatic international, open parallel group randomized controlled trial (NCT04204915), 2844 patients with severe aortic stenosis will be randomized 1:1 to either a strategy of early (surgical or transcatheter) aortic valve replacement or aortic valve replacement only if symptoms or impaired left ventricular function develop, or other cardiac surgery becomes nessessary. Exclusion criteria include other severe valvular disease, planned cardiac surgery, ejection fraction <50%, previous aortic valve replacement or life expectancy <2 years. The primary outcome is a composite of cardiovascular mortality or heart failure hospitalization. The primary analysis will be undertaken when 663 primary events have accrued, providing 90% power to detect a reduction in the primary endpoint from 27.7% to 21.6% (hazard ratio 0.75). Secondary endpoints include disability-free survival, days alive and out of hospital, major adverse cardiovascular events and quality of life. Result(s): Recruitment commenced in March 2020 and is open in the UK, Australia, New Zealand, and Serbia. Feasibility requirements were met in July 2022, and the main phase opened in October 2022, with additional international centers in set-up. Conclusion(s): The EASY-AS trial will establish whether a strategy of early aortic valve replacement in asymptomatic patients with severe aortic stenosis reduces cardiovascular mortality or heart failure hospitalization and improves other important outcomes. Copyright ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2024 The Authors",FALSE,Identified as a study protocol,Protocol,1
J4655,2023,"The COSI trial: a study protocol for a multi-centre, randomised controlled trial to explore the clinical and cost-effectiveness of the Circle of Security-Parenting Intervention in community perinatal mental health services in England","<b>BACKGROUND</b>: Perinatal mental health difficulties affect up to 27% of birthing parents during pregnancy and the first postnatal year, and if untreated are associated with difficulties in bonding and long-term adverse outcomes to children. There are large evidence gaps related to psychological treatment, particularly in group therapy approaches and parent-infant interventions. One intervention showing preliminary efficacious findings and user acceptability is Circle of Security-Parenting (COS-P), which is a brief, weekly, group programme. However, these studies were underpowered and predominantly non-randomised, and there has never been a research trial in England or with birthing parents experiencing severe and complex perinatal mental health difficulties. The aim of the research is to conduct a randomised control trial to test whether COS-P will reduce perinatal mental health symptoms in birthing parents accessing NHS perinatal mental health services, compared to treatment as usual (TAU). Secondary objectives include exploring whether the intervention improves parenting sensitivity, emotion regulation skills, attachment security and infant development. Additionally, the project aims to examine whether the intervention is acceptable to parents and NHS staff, and whether it is cost-effective.
<b>METHODS</b>: COSI is an individually randomised, single-blind parallel arm controlled trial with an embedded internal pilot aiming to recruit 369 participants in a 2:1 ratio (intervention: TAU). Participants will be recruited from ten NHS community perinatal mental health services in England and screened based on clinical levels of both mental health symptoms (average CORE-OM score >= 1.1) and postnatal bonding difficulties (total PBQ score >= 12). This trial has 90% power to detect a MCID of 5 points on the CORE-OM. Primary and secondary outcomes will be measured at baseline, 3, 7 and 12 months after baseline. Service use and quality of life measures will also be collected alongside a process evaluation of parents' and interveners' views and experiences.
<b>DISCUSSION</b>: This will be the first large pragmatic trial to test whether COS-P is effective for birthing parents with severe and complex perinatal mental health difficulties in improving their mental health symptoms. If shown to be effective, the intervention could be delivered widely across the NHS and other similar services globally.
<b>TRIAL REGISTRATION</b>: ISRCTN, ISRCTN18308962. Registered 18 February 2022.",FALSE,Study protocol identified in title and abstract,Protocol,1
